,content,score,thumbsUpCount,reviewCreatedVersion,at,kota,clean_content,sentiment_score,sentiment
5650,Ini gopa ny kenapa.. Yaaa keteranganya tidak ada Internett. Padahal uda di coba wifi maupun data kuota,1,0,4.61.1,2024-10-01 08:48:02,Jakarta Barat,gopa ny yaaa keteranganya internett coba wifi data kuota,-3,negative
5651,"Kenapa susah betul mau bayar paylatter nya? Notifikasi nya tidak ada internet, padahal jaringan saya bagus pake wifi juga. Ini Gopaylatternya mau dibayar atau gak jadinya, jangan menyusahkan pembayarannya yah tolong kalo mau dibayar.",1,0,4.94.2,2024-10-01 08:47:26,Jakarta Timur,susah bayar paylatter nya notifikasi nya internet jaring bagus pakai wifi gopaylatternya bayar susah bayar yah tolong bayar,6,positive
5652,"Mau bayar tagihan kok skrng eror terus, selalu dapet nofit koneksi internet mati, padahal wifi lancar² saja, mohon segera diperbaiki",4,0,Unknown,2024-10-01 08:45:11,Jakarta Pusat,bayar tagih eror dapet nofit koneksi internet mati wifi lancar mohon baik,11,positive
5653,Gak bisa login Tiap login selalu muncul ( terjadi kendala teknis) buat laporan via email katanya udah gak bisa lagi di alihkan ke apk coba mengajukan laporan/keluhan di apk muncul nya sama aja ( terjadi kendala sistem),1,5,4.91.1,2024-10-01 08:43:32,Jakarta Selatan,login login muncul kendala teknis lapor via email alih apk coba aju laporankeluhan apk muncul nya kendala sistem,-1,negative
5654,Asli bgs bgt ni aplikasi bisa buat mesen makanan bisa buat nganter kmn ajaa hrs kasi bintang 5 siiiee 🫶🫶🌹😻,5,0,Unknown,2024-10-01 08:42:03,Jakarta Pusat,asli bgs banget ni aplikasi mesen makan antar mana ajaa kasih bintang siiiee,2,positive
5655,"Mau bayar tagihan gopay latter udah jatuh tempo,tapi loading mulu.padahal wiffi internet bagus,nyoba pake data ttp loading Gie mna ini solusi nya.nanti giliran telat saya kena denda.mau di bayar tapi gak bisa loading Mulu tolong di perbaiki gopay nya..",2,3,4.94.2,2024-10-01 08:41:23,Jakarta Pusat,bayar tagih gopay latter jatuh tempotapi loading mulupadahal wiffi internet bagusnyoba pakai data ttp loading gie solusi nyananti gilir telat kena dendamau bayar loading mulu tolong baik gopay nya,0,neutral
5656,Kok susah sih mau bayar tagihan,1,0,4.94.2,2024-10-01 08:32:30,Jakarta Barat,susah sih bayar tagih,-5,negative
5657,apk lengkap,5,0,4.94.2,2024-10-01 08:30:20,Jakarta Selatan,apk lengkap,2,positive
5658,"Aplikasi babi Saya cicilan jatuh tempo tiap tanggal 1 Tapi tanggal 1 mau bayar gagal terus, sampe di coba semua metode Bangsatttt",1,0,4.94.2,2024-10-01 08:28:40,Jakarta Barat,aplikasi babi cicil jatuh tempo tanggal tanggal bayar gagal coba metode bangsatttt,-20,negative
5659,Ramah bgt,5,0,4.94.2,2024-10-01 08:27:16,Jakarta Pusat,ramah banget,6,positive
5660,Tidak bisa melakukan pembayaran!,1,0,4.94.2,2024-10-01 08:24:20,Jakarta Pusat,bayar,1,positive
5661,"hari ini gak dibayar, besok kena denda....Sulitnya mau bayar gopay, padahal hari ini jatuh tempo.",3,0,4.94.2,2024-10-01 08:22:45,Jakarta Pusat,bayar besok kena dendasulitnya bayar gopay jatuh tempo,1,positive
5662,Bagusss,4,0,4.94.2,2024-10-01 08:21:31,Jakarta Utara,bagusss,0,neutral
5663,"Heh berisik banget nelfon tagihan tagihan, di benerin kek aplikasinya error mulu, w mau bayar paylater gak bisa bisaaaa woy !!!!!!!! Gak usah nelfon gak jelas ganggu doang",1,0,4.92.1,2024-10-01 08:21:23,Jakarta Pusat,heh berisik banget telpon tagih tagih benerin aplikasi error mulu bayar paylater bisaaaa woy telpon ganggu,-15,negative
5664,Mencari lokasi masih sering tidak pas,3,0,4.89.1,2024-10-01 08:21:06,Jakarta Barat,cari lokasi pas,0,neutral
5665,Sangat membantu,5,0,4.93.1,2024-10-01 08:17:36,Jakarta Utara,bantu,3,positive
5666,"Aman, gercep",5,0,4.94.2,2024-10-01 08:13:46,Jakarta Barat,aman gercep,0,neutral
5667,Baik,5,0,4.94.2,2024-10-01 08:09:45,Jakarta Utara,,0,neutral
5668,Ini gopay kenapa mau bayar paylater gabisa terus kenapa ? Padahal jaringan bagus,3,0,4.94.2,2024-10-01 08:07:27,Jakarta Pusat,gopay bayar paylater jaring bagus,6,positive
5669,"vouchernya dikit, bisa yuk dibanyakin😇👀",4,0,4.94.2,2024-10-01 08:05:37,Jakarta Barat,vouchernya yuk dibanyakin,4,positive
5670,sangat membantu,5,0,4.94.2,2024-10-01 08:04:08,Jakarta Pusat,bantu,3,positive
5671,Woi jaringan nya woi.. aku mau bayar paylater kog gagal terus. Buat emosi,1,1,4.94.2,2024-10-01 07:53:12,Jakarta Barat,woi jaring nya woi bayar paylater kog gagal emosi,3,positive
5672,Aplikasi gk jelas useless cuma bisa ngehang doang setiap mw lakuin pembayaran,1,0,4.94.2,2024-10-01 07:53:03,Jakarta Pusat,aplikasi useless ngehang lakuin bayar,-3,negative
5673,Bagus,5,0,4.93.1,2024-10-01 07:44:57,Jakarta Utara,bagus,2,positive
5674,Cukup baik,5,0,4.94.2,2024-10-01 07:40:39,Jakarta Timur,,0,neutral
5675,kocak driver drivernya udah di sebut nama anaknya siapa malah nyebut nama orang tuanya,1,0,4.94.2,2024-10-01 07:40:38,Jakarta Barat,kocak driver drivernya nama anak nyebut nama orang tua,-12,negative
5676,Pesan gocar lama banget gak dapat-dapat sampai nunggu 2 jam mohon di bantu di perbaiki biar pesan gocar biar cepat pesan goride cepet dapet kenapa ya kak terimakasih,1,0,4.81.1,2024-10-01 07:30:34,Jakarta Pusat,pesan gocar banget dapatdapat nunggu jam mohon bantu baik biar pesan gocar biar cepat pesan goride cepat dapet ya kak terimakasih,35,positive
5677,Makin melayani,5,0,4.94.2,2024-10-01 07:24:05,Jakarta Barat,layan,2,positive
5678,Good,5,0,4.94.2,2024-10-01 07:01:49,Jakarta Pusat,good,5,positive
5679,Sangat membantu dalam hal apapun,5,0,4.93.1,2024-10-01 06:57:42,Jakarta Barat,bantu apa,0,neutral
5680,mantap,5,0,4.94.2,2024-10-01 06:54:15,Jakarta Timur,mantap,5,positive
5681,"Goblokkk kau GO-JEK dari pagi orderan baru 1 jam 6 pagi, ini liat jam 13:42 , aplikasi penjajah, kasian driver jadi berandalan online ,orderan gk ada ,yg gacor2, yg d anak tirikan lebih banyak ,",1,0,4.94.2,2024-10-01 06:45:31,Jakarta Barat,goblokkk kau gojek pagi order jam pagi lihat jam aplikasi jajah kasihan driver berandal online order gacor d anak tiri,-5,negative
5682,Memudahkan perjalanan dan sokusi jajan makanan tengah malem,5,0,4.94.2,2024-10-01 06:38:53,Jakarta Barat,mudah jalan sokusi jajan makan malam,4,positive
5683,"Aplikasi sangat membantu, berbagai fiturnya bisa dipakai untuk bermacam2 kebutuhan. Dan senengnya lagi sering dapat voucher 😆",5,14,4.93.1,2024-10-01 06:33:46,Jakarta Barat,aplikasi bantu fiturnya pakai butuh neng voucher,2,positive
5684,Mudah,5,0,Unknown,2024-10-01 06:32:22,Jakarta Selatan,mudah,4,positive
5685,Tingkatkan lagi 👍👍,5,0,4.94.2,2024-10-01 06:29:03,Jakarta Barat,tingkat,1,positive
5686,aplikasi paling Ok,5,0,Unknown,2024-10-01 06:25:15,Jakarta Timur,aplikasi ok,0,neutral
5687,Cool,5,0,Unknown,2024-10-01 06:22:40,Jakarta Timur,cool,2,positive
5688,Bagus,5,0,Unknown,2024-10-01 06:12:55,Jakarta Pusat,bagus,2,positive
5689,Makasih banyakkkk,5,0,4.94.2,2024-10-01 06:06:16,Jakarta Utara,terimakasih banyakkkk,5,positive
5690,"Gaada merek motor nya, jadi gak jelas mana yang biasa ,hemat atau XL bisa juga kita waktu pake dres jadi ngga ingin motor gede, malah tiba² datang motor itu,trus kalo udah ketemu drivernya susah dibatalin Cok kita sbg customer bisa kan pilih², masa gitu gajelas",1,0,4.94.2,2024-10-01 06:05:33,Jakarta Pusat,merek motor nya hemat xl pakai dres motor motor itutrus ketemu drivernya susah dibatalin cok customer pilih,0,neutral
5691,Membantu banget disaat terjadi kendala teknis domestik.,5,0,4.94.2,2024-10-01 05:58:16,Jakarta Barat,bantu banget saat kendala teknis domestik,4,positive
5692,Horw,4,0,4.94.2,2024-10-01 05:58:14,Jakarta Timur,horw,0,neutral
5693,membantu,5,0,4.94.2,2024-10-01 05:55:07,Jakarta Utara,bantu,3,positive
5694,Smoga tambah baik pelayanan dan signyal nya,5,0,4.94.2,2024-10-01 05:52:03,Jakarta Pusat,moga layan signyal nya,3,positive
5695,Wew,5,0,Unknown,2024-10-01 05:45:01,Jakarta Timur,wew,0,neutral
5696,makin lama makin jarang dapatin diskon,1,0,4.94.2,2024-10-01 05:44:13,Jakarta Barat,jarang dapatin diskon,2,positive
5697,Cepat ramah drivernya,5,0,Unknown,2024-10-01 05:37:40,Jakarta Timur,cepat ramah drivernya,8,positive
5698,Ok,5,0,4.94.2,2024-10-01 05:36:52,Jakarta Timur,ok,4,positive
5699,Bagus,5,0,Unknown,2024-10-01 05:22:42,Jakarta Timur,bagus,2,positive
5700,Aplikasi buruk sering eror,1,0,4.93.1,2024-10-01 05:22:21,Jakarta Pusat,aplikasi buruk eror,-13,negative
5701,Mantap banget lah aplikasi niii,5,0,Unknown,2024-10-01 05:20:58,Jakarta Barat,mantap banget aplikasi niii,2,positive
5702,"Bagus, murah",5,0,4.94.2,2024-10-01 05:11:42,Jakarta Utara,bagus murah,5,positive
5703,"cepat,mudah digunakan",5,0,Unknown,2024-10-01 05:07:12,Jakarta Pusat,cepatmudah,0,neutral
5704,"Saldo rekening sdh terpotong, gopay tidak bertambah.",1,0,4.94.2,2024-10-01 04:59:11,Jakarta Barat,saldo rekening potong gopay tambah,3,positive
5705,Mantap,5,0,4.94.2,2024-10-01 04:58:00,Jakarta Pusat,mantap,5,positive
5706,Gojek mantap,5,0,4.94.2,2024-10-01 04:56:41,Jakarta Selatan,gojek mantap,5,positive
5707,"Kacau banget sistem untuk get drivernya baik itu gojek dan gocar tolong dibenerin kek. saya sebagai users males banget nunggu kejauhan padahal banyak yang deket tapi malah dapet yang jauh dan kasian para driver setiap kali proses penjemputan jadi kejauhan makan bensin loh itu, belum lagi kalo macet dan parahnya penjemputan itu kan ga dikenakan charge. Saran saya ini semoga bisa langsung TIM PRODUCT & BUSINESSNYA yaa harapannya bisa disampaikan. Terimakasih.",2,3,4.93.1,2024-10-01 04:42:58,Jakarta Barat,kacau banget sistem get drivernya gojek gocar tolong dibenerin users malas banget nunggu jauh dapet kasihan driver kali proses jemput jauh makan bensin loh macet parah jemput kena charge saran moga langsung tim produk businessnya yaa harap terimakasih,3,positive
5708,"Sunggub membantu semoga gojek terus maju lagi,,",5,0,4.94.2,2024-10-01 04:42:56,Jakarta Timur,sunggub bantu moga gojek maju,4,positive
5709,keren,5,0,Unknown,2024-10-01 04:36:25,Jakarta Utara,keren,0,neutral
5710,Gojek top,5,0,Unknown,2024-10-01 04:35:07,Jakarta Timur,gojek top,5,positive
5711,Mantap pelayanannya,5,0,4.94.2,2024-10-01 04:32:11,Jakarta Timur,mantap layan,7,positive
5712,"Banyakin diskon ya, hehe",4,0,4.94.2,2024-10-01 04:29:05,Jakarta Barat,banyakin diskon ya hehe,6,positive
5713,Hemat,5,0,Unknown,2024-10-01 04:28:22,Jakarta Barat,hemat,4,positive
5714,Saldo berkurang tanpa transaksi gk ada tanggung jawab dari aplikasi gopay,1,0,4.94.2,2024-10-01 04:26:58,Jakarta Timur,saldo kurang transaksi tanggung aplikasi gopay,-3,negative
5715,Ok,5,0,Unknown,2024-10-01 04:24:43,Jakarta Selatan,ok,4,positive
5716,sukses selalu,5,0,4.92.1,2024-10-01 03:59:43,Jakarta Pusat,sukses,3,positive
5717,Min mau tanya kok abis di download gabisa dibuka ya aplikasi gojek nya. Kira kira kenapa itu min?,2,0,Unknown,2024-10-01 03:59:15,Jakarta Utara,min habis download buka ya aplikasi gojek nya min,6,positive
5718,Gopaylater gabisa digunakan padahal bayar tepat waktu,1,0,Unknown,2024-10-01 03:50:19,Jakarta Pusat,gopaylater bayar,1,positive
5719,bagus,5,0,4.94.2,2024-10-01 03:47:23,Jakarta Pusat,bagus,2,positive
5720,"Jangan sering bugs please .. kadsng tiba2 ngestuck di pembayaran, padahal saldo gopay ada jg, mesti forced close dulu trus buka lg, kan makan waktu",5,0,4.90.2,2024-10-01 03:44:18,Jakarta Utara,bugs mohon kadsng ngestuck bayar saldo gopay mesti forced close buka makan,4,positive
5721,Okkk,5,0,4.94.2,2024-10-01 03:35:41,Jakarta Utara,okkk,0,neutral
5722,The GO-FOOD driver never brings change,1,0,4.94.2,2024-10-01 03:29:17,Jakarta Selatan,the gofood driver brings change,0,neutral
5723,Kalau bisa banyakin promo,5,0,4.94.2,2024-10-01 03:27:17,Jakarta Timur,banyakin promo,3,positive
5724,"sering banget di cancel ga jelas lama lama nunggu malah nongol tulisan "" akan kami carikan pengganti nya "" kan kocak , saran mending grab / maxim",1,0,Unknown,2024-10-01 03:25:55,Jakarta Barat,banget cancel nunggu nongol tulis cari ganti nya kocak saran mending grab maxim,2,positive
5725,bagus,5,0,Unknown,2024-10-01 03:23:01,Jakarta Timur,bagus,2,positive
5726,"Kenapa qris dengan gopayleter tidak bisa digunakan,sudah dikasir tidak bisa digunakan parah gojek,percuma limit besar 17 juta tidak bisa dipakai dengan qris",1,1,4.93.1,2024-10-01 03:21:16,Jakarta Utara,qris gopayleter digunakansudah kasir parah gojekpercuma limit juta pakai qris,-3,negative
5727,Perbaiki bug nya ya,5,0,4.94.2,2024-10-01 03:20:51,Jakarta Pusat,baik bug nya ya,7,positive
5728,Mantap lah..,5,0,4.94.2,2024-10-01 03:17:23,Jakarta Pusat,mantap,5,positive
5729,Ok,5,0,4.94.2,2024-10-01 03:09:00,Jakarta Pusat,ok,4,positive
5730,keren mantap mancing mania,5,0,4.94.2,2024-10-01 03:08:44,Jakarta Timur,keren mantap mancing mania,7,positive
5731,Well,5,0,4.94.2,2024-10-01 03:07:29,Jakarta Barat,well,0,neutral
5732,Sudah capek saya daftar ulang tetap tidak bisa masuk..,1,0,4.94.2,2024-10-01 03:05:24,Jakarta Timur,capek daftar ulang masuk,2,positive
5733,Parah bngtt benar,1,0,4.96.2,2024-10-01 02:58:31,Jakarta Selatan,parah bngtt,-5,negative
5734,Good job lah,3,0,4.94.2,2024-10-01 02:53:52,Jakarta Selatan,good job,5,positive
5735,"Untuk Ojol dan Go food keren. Tp apk paylater nya sangat ribet. Limit sudah dapat, sudah bisa digunakan, tapi tiba2 limit ditahan dan gak bisa digunakan lagi. Padahal sblm jatuh tempo sudah dibayar, gak ada transasksi yg menyalahi.",3,19,4.94.2,2024-10-01 02:51:29,Jakarta Pusat,ojol go food keren apk paylater nya ribet limit limit tahan jatuh tempo bayar transasksi salah,-4,negative
5736,Puas,5,0,Unknown,2024-10-01 02:35:00,Jakarta Utara,puas,3,positive
5737,Sangat membantu,5,0,4.94.2,2024-10-01 02:27:19,Jakarta Utara,bantu,3,positive
5738,Sangat bermanpaat,4,0,4.94.2,2024-10-01 02:27:05,Jakarta Utara,bermanpaat,0,neutral
5739,Bagus banget,5,0,4.94.2,2024-10-01 02:15:17,Jakarta Utara,bagus banget,3,positive
5740,enak,5,0,4.93.1,2024-10-01 02:04:17,Jakarta Timur,enak,5,positive
5741,baguss,5,0,4.88.1,2024-10-01 02:01:08,Jakarta Barat,baguss,0,neutral
5742,Bnyk promo untuk makanan dan transportasi... Hrga nya bnr2 terjangkau daripada aplikasi ijo sblh.,5,0,Unknown,2024-10-01 01:59:35,Jakarta Selatan,promo makan transportasi harga nya jangkau aplikasi hijau belah,1,positive
5743,Ada saldo saya digojek juga beli PLUS sebulan.. Makin lama apalikasi GOFOOD makim buruk..pesan makan dulu banyak discon dengan bayar TUNAI. SEKARANG RATA2MAKANAN ADA 12 DISCON HANYA BISA DIGUNAKAN DENGAN KARTU KREDIT MAYAPADA DAN KARTU DEBIT JUNIOR..SEBENERNYA APLIKASI INI BUAT LARIS KAN PENGEMAR GOJEK APA BANK2 SUPAYA KONSUMEN BISA LEBIH BANYAK IKUTIN BANK2 BIAR DAPAT DISCON DI GOJEK?? INGAT MASIH BANYAK APLIKASI LAIN SEPERTI GOJEK..BUKAN HANYA GOJEK SAJA.,1,1,4.94.2,2024-10-01 01:51:44,Jakarta Pusat,saldo gojek beli plus bulan apalikasi gofood makim burukpesan makan diskon bayar tunai ratamakanan diskon kartu kredit mayapada kartu debit juniorsebenernya aplikasi laris mar gojek bank konsumen ikutin bank biar diskon gojek aplikasi gojekbukan gojek,9,positive
5744,Bagus kinerja gojek🙏,5,0,4.94.2,2024-10-01 01:48:48,Jakarta Barat,bagus kerja gojek,4,positive
5745,kalo mau kasih diskon ongkir normal jangan di naikin dong sama aja boong penipuan itu nama nya,1,0,Unknown,2024-10-01 01:43:28,Jakarta Timur,kasih diskon ongkir normal naikin bohong tipu nama nya,0,neutral
5746,Membantu banget,5,0,4.94.2,2024-10-01 01:41:21,Jakarta Utara,bantu banget,4,positive
5747,"Kenapa Setelah saya menyelesaikan orderan saldo orderan yang saya selesaikan tidak masuk sama seperti sebelumnya saya menyelesaikan orderan tapi tidak masuk saldonya dan besoknya orderannya di batalkan di kemanakan orderan JEK? Di Korupsi? Apa nggak cukup Potongan besar Dan ongkir masih segitu"" aja Dan tidak ada kemajuan sama sekali tapi Update Terus Pokoknya saya mau Saldo Saya kembali Apa pun caranya",1,2,4.93.1,2024-10-01 01:15:26,Jakarta Utara,selesai order saldo order selesai masuk selesai order masuk saldo besok order batal mana order jek korupsi potong ongkir segitu maju update pokok saldo,-5,negative
5748,"Driver nya ramah. ,semuanya oke lah",5,0,Unknown,2024-10-01 01:10:52,Jakarta Pusat,driver nya ramah oke,7,positive
5749,Bagus cepat respon,5,0,4.81.1,2024-10-01 01:05:23,Jakarta Utara,bagus cepat respon,7,positive
5750,Puass,5,0,4.94.2,2024-10-01 01:00:37,Jakarta Selatan,puass,0,neutral
5751,Makin mantap,5,0,4.94.2,2024-10-01 00:58:48,Jakarta Barat,mantap,5,positive
5752,"Kemana mana selalu pake gojek, tapi terakhir dapat driver yg bikin hilang mood, pertama aku emang salah karena katanya aku yang bawa 2 anak harusnya pilih gojek L, dan aku gak ngerti, ditengah jalan driver terus ngomong katanya rate aku udah jelek, padahal orderan udah d atas 300. Gak ngerti padahal tiap bayar selalu dilebihin, dan kayaknya baik baik aja, hal sepele tapi gak suka sama cara drivernya.. Mau kasih rate 1 ke drivernya juga kasian,cukup sampai kemarin jadi pengguna gojek..",1,2,4.94.2,2024-10-01 00:55:36,Jakarta Selatan,mana pakai gojek driver bikin hilang mood emang salah bawa anak pilih gojek l ngerti tengah jalan driver ngomong rate jelek order d ngerti bayar dilebihin kayak sepele suka drivernya kasih rate drivernya kasiancukup kemarin guna gojek,4,positive
5753,Nyaman pake gojek dibanyakin aja ya vouchernya 😁,5,0,4.93.1,2024-10-01 00:42:00,Jakarta Barat,nyaman pakai gojek dibanyakin ya vouchernya,8,positive
5754,Membantu mobilitas sehari hari,5,0,4.94.2,2024-10-01 00:39:02,Jakarta Timur,bantu mobilitas hari,3,positive
5755,Menyenangkan,5,0,4.94.2,2024-10-01 00:38:32,Jakarta Utara,senang,5,positive
5756,aman nyaman dancepet,5,0,4.93.1,2024-10-01 00:32:26,Jakarta Timur,aman nyaman dancepet,4,positive
5757,Good job,5,0,4.47.1,2024-10-01 00:28:40,Jakarta Selatan,good job,5,positive
5758,Aplikasi nya lebih mudah,5,0,4.94.2,2024-10-01 00:28:16,Jakarta Selatan,aplikasi nya mudah,0,neutral
5759,Go partner,5,0,4.94.2,2024-10-01 00:24:29,Jakarta Timur,go partner,0,neutral
5760,"aplikasi ok, tawaran diskon ok,sekarang kok jarang ya dpt voucher diskon gojek",5,0,4.94.2,2024-10-01 00:02:49,Jakarta Selatan,aplikasi ok tawar diskon oksekarang jarang ya voucher diskon gojek,7,positive
5761,Hapus aja gomart alfamidi pesanan tidak sesuai etalase,1,0,4.44.1,2024-09-30 23:59:35,Jakarta Timur,hapus gomart alfamidi pesan sesuai etalase,2,positive
5762,Sangat membantu..!,5,0,4.94.2,2024-09-30 23:57:12,Jakarta Timur,bantu,3,positive
5763,ok,5,0,4.96.1,2024-09-30 23:56:57,Jakarta Pusat,ok,4,positive
5764,Sangat membantu,5,0,Unknown,2024-09-30 23:53:15,Jakarta Barat,bantu,3,positive
5765,"Sulit nentuin lokasi udh saya hapus muncul terus, saya kan mau setting alamat yg bukan alamat posisi saya dan bukan kota saya, kenapa udah saya hapus muncul terus, masa harus terus manual nyari di peta buat pas in posisi nya. Dari tahun 2022 tetep aja sulit nentuin posisi kalo bukan posisi kita yg mesen .",1,0,Unknown,2024-09-30 23:52:27,Jakarta Utara,sulit nentuin lokasi hapus muncul setting alamat alamat posisi kota hapus muncul manual nyari peta pas in posisi nya sulit nentuin posisi posisi mesen,-4,negative
5766,Enak pakai gojek bisa sat set👍 Sukses selalu abang2 gojeknya🙏,5,0,4.94.2,2024-09-30 23:51:07,Jakarta Pusat,enak pakai gojek set sukses abang gojek,8,positive
5767,Semakin murah,5,0,4.94.2,2024-09-30 23:42:50,Jakarta Selatan,murah,3,positive
5768,"Drivernya dapet jauh-jauh terus, jadi harus cancel berkali-kali padahal lg buru-buru",3,0,Unknown,2024-09-30 23:35:36,Jakarta Timur,drivernya dapet jauhjauh cancel berkalikali buruburu,2,positive
5769,ngga ada promo toddd,1,0,4.84.1,2024-09-30 23:31:04,Jakarta Utara,promo toddd,3,positive
5770,Okok saja brother,5,0,4.94.2,2024-09-30 23:29:05,Jakarta Utara,okok brother,0,neutral
5771,Woi aku main game iklan kau masuk aku dah susah susah mainnya tiba keluar dari gamenya. Lain kali gak usah kau taruk iklan kau tu di banyak aplikasi lagi!!!!!,5,1,4.94.2,2024-09-30 23:18:25,Jakarta Pusat,woi main game iklan kau masuk susah susah main gamenya kali kau taruk iklan kau aplikasi,-7,negative
5772,Driver nya baik & sopan,5,0,4.93.1,2024-09-30 23:17:31,Jakarta Selatan,driver nya sopan,0,neutral
